event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best,,,
MZM4136,8-Aug-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Islamist Militia (Mozambique),,3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Macomia,-12.2467,40.1208,1,Al Naba; Cabo Ligado,Local partner-Other,"Property destruction: On 8 August 2024, Islamist militia burned a car in Nanga neighborhood in Macomia (Macomia, Cabo Delgado). The Islamist State claimed the attack and that the vehicle belonged to 'Christians', publishing a photo of a member of the militia in front of the vehicle with an Islamic State flag.",0,,1724714229,,,,
MZM4136,8-Aug-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Civilians (Mozambique),,7,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Macomia,-12.2467,40.1208,1,Al Naba; Cabo Ligado,Local partner-Other,"Property destruction: On 8 August 2024, Islamist militia burned a car in Nanga neighborhood in Macomia (Macomia, Cabo Delgado). The Islamist State claimed the attack and that the vehicle belonged to 'Christians', publishing a photo of a member of the militia in front of the vehicle with an Islamic State flag.",0,,1724714229,,,,
MZM4122,7-Aug-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),CAD: Democratic Alliance Coalition; Independent Politicians (Mozambique),6,60,,508,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,AIM,National,"On 7 August 2024, a group of about 20 people, including supporters of the independent candidate in the Mozambican presidential election and himself, protested in Maputo (Maputo City, Maputo) against the exclusion of the Democratic Alliance Coalition (CAD), which supported the independent candidate, from the parliamentary and provincial elections.",0,crowd size=about 20,1723505939,26686,,,
MZM4125,7-Aug-24,2024,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Diaca,Chinda,-11.5813,40.0375,2,Cabo Ligado; Telegram,Local partner-Other,"On 7 August 2024, Islamist militia detonated an IED on a civilian vehicle between the villages of Mbau and Chinda (Mocimboa da Praia, Cabo Delgado). One person was killed and an unknown number of people were injured. The Islamist State claimed they hit a vehicle which belonged to the Mozambican and Rwandan military forces, killing and wounding an unknown number of soldiers. The car was destroyed.",1,,1724706541,1371,,,
MZM4125,7-Aug-24,2024,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Civilians (Mozambique),,7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Diaca,Chinda,-11.5813,40.0375,2,Cabo Ligado; Telegram,Local partner-Other,"On 7 August 2024, Islamist militia detonated an IED on a civilian vehicle between the villages of Mbau and Chinda (Mocimboa da Praia, Cabo Delgado). One person was killed and an unknown number of people were injured. The Islamist State claimed they hit a vehicle which belonged to the Mozambican and Rwandan military forces, killing and wounding an unknown number of soldiers. The car was destroyed.",1,,1724706541,1371,,,
MZM4118,2-Aug-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Tanzania (1964-),Military Forces of Mozambique (1990-),8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Namiune,-11.0387,39.859,2,Cabo Ligado; Zitamar,Local partner-Other,"On 2 August 2024, Tanzanian and Mozambican military forces clashed with Islamist militia around Namiune (Nangade, Cabo Delgado). Casualties unknown. Machine gunfire, rocket-propelled grenades (RPGs), and mortars were heard (not clear if used by joint forces or by the militia or by both).",0,,1723505939,990,,,
MZM4118,2-Aug-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Namiune,-11.0387,39.859,2,Cabo Ligado; Zitamar,Local partner-Other,"On 2 August 2024, Tanzanian and Mozambican military forces clashed with Islamist militia around Namiune (Nangade, Cabo Delgado). Casualties unknown. Machine gunfire, rocket-propelled grenades (RPGs), and mortars were heard (not clear if used by joint forces or by the militia or by both).",0,,1723505939,990,,,
MZM4121,2-Aug-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),Labor Group (Mozambique),6,60,,508,Eastern Africa,Mozambique,Maputo,Cidade Da Matola,Cidade Da Matola,Matola,-25.9622,32.4589,1,Carta de Mocambique; Noticias,National,"On 2 August 2024, drivers of semi-collective vehicles stopped their cars in demonstration next to the toll Matola-Gare in Matola (Cidade da Matola, Maputo) against the increase of toll fees.",0,crowd size=no report,1723505939,27123,,,
MZM4120,2-Aug-24,2024,1,Political violence,Riots,Mob violence,Rioters (Mozambique),,5,50,,508,Eastern Africa,Mozambique,Zambezia,Quelimane,Quelimane,Quelimane,-17.8786,36.8883,1,Nova Radio Paz,New media,"On 2 August 2024, a group of unknown people set fire to a vehicle belonging to the Zambezia Provincial Election Commission in Quelimane (Quelimane, Zambezia) for unknown reasons. Two police officers were guarding the institution when the group set fire to the car.",0,crowd size=no report; local administrators,1725924067,67582,,,
MZM4109,1-Aug-24,2024,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Namiune,-11.0387,39.859,1,Cabo Ligado; Zitamar,Local partner-Other,"On 1 August 2024, a group of three Islamist militia captured five farmers working in their agricultural fields in Namiune (Nangade, Cabo Delgado), asked them about movements of Mozambican and Tanzanian military forces in the region, and released them after interrogation (further details unknown/not reported). A group of 30 Islamist militia was seen heading towards the village on the same day.",0,,1723505939,891,,,
MZM4109,1-Aug-24,2024,1,Political violence,Violence against civilians,Abduction/forced disappearance,Civilians (Mozambique),Farmers (Mozambique),7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Namiune,-11.0387,39.859,1,Cabo Ligado; Zitamar,Local partner-Other,"On 1 August 2024, a group of three Islamist militia captured five farmers working in their agricultural fields in Namiune (Nangade, Cabo Delgado), asked them about movements of Mozambican and Tanzanian military forces in the region, and released them after interrogation (further details unknown/not reported). A group of 30 Islamist militia was seen heading towards the village on the same day.",0,,1723505939,891,,,
MZM4117,1-Aug-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),,8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado,Local partner-Other,"On 1 August 2024, for the fifth day, Rwandan forces clashed with Islamist militia across Mbau (Mocimboa da Praia, Cabo Delgado). Casualties unknown.",0,,1723505939,2827,,,
MZM4117,1-Aug-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado,Local partner-Other,"On 1 August 2024, for the fifth day, Rwandan forces clashed with Islamist militia across Mbau (Mocimboa da Praia, Cabo Delgado). Casualties unknown.",0,,1723505939,2827,,,
MZM4105,1-Aug-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),Military Forces of Mozambique (1990-),8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,1,Carta de Mocambique; Lusa,National-International,"On 1 August 2024, Mozambican and Rwandan military forces, with support of at least two helicopters and armored vehicles, conducted air and ground operations against Islamist militia in Mucojo (Macomia, Cabo Delgado). There were no casualties. Islamist militia have preached in the village.",0,,1724105616,2424,,,
MZM4105,1-Aug-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,1,Carta de Mocambique; Lusa,National-International,"On 1 August 2024, Mozambican and Rwandan military forces, with support of at least two helicopters and armored vehicles, conducted air and ground operations against Islamist militia in Mucojo (Macomia, Cabo Delgado). There were no casualties. Islamist militia have preached in the village.",0,,1724105616,2424,,,
MZM4082,31-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Crimiza,-12.2094,40.5055,2,Cabo Ligado; Telegram; Zitamar,Local partner-Other,"On 31 July 2024, Mozambican naval forces clashed with a group of six Islamist militia near Crimiza (Macomia, Cabo Delgado) and Darumba (coded separately). Casualties unknown. The Islamist militia group had fled from Mucojo. The Islamic State claimed the attack and that the vessels belonged to the Rwandan Navy.",0,,1723500214,667,,,
MZM4082,31-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Crimiza,-12.2094,40.5055,2,Cabo Ligado; Telegram; Zitamar,Local partner-Other,"On 31 July 2024, Mozambican naval forces clashed with a group of six Islamist militia near Crimiza (Macomia, Cabo Delgado) and Darumba (coded separately). Casualties unknown. The Islamist militia group had fled from Mucojo. The Islamic State claimed the attack and that the vessels belonged to the Rwandan Navy.",0,,1723500214,667,,,
MZM4115,31-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Darumba,-12.15,40.0205,2,Cabo Ligado; Telegram,Local partner-Other,"On 31 July 2024, Mozambican naval forces clashed with Islamist militia near Darumba (Macomia, Cabo Delgado) and Crimiza (coded separately). Casualties unknown. The Islamic State claimed the attack and that the vessels belonged to the Rwandan Navy.",0,,1723505939,1941,,,
MZM4115,31-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Darumba,-12.15,40.0205,2,Cabo Ligado; Telegram,Local partner-Other,"On 31 July 2024, Mozambican naval forces clashed with Islamist militia near Darumba (Macomia, Cabo Delgado) and Crimiza (coded separately). Casualties unknown. The Islamic State claimed the attack and that the vessels belonged to the Rwandan Navy.",0,,1723505939,1941,,,
MZM4116,31-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),,8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado,Local partner-Other,"On 31 July 2024, for the fourth day, Rwandan forces clashed with Islamist militia across Mbau (Mocimboa da Praia, Cabo Delgado). Casualties unknown.",0,,1723505939,2827,,,
MZM4116,31-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado,Local partner-Other,"On 31 July 2024, for the fourth day, Rwandan forces clashed with Islamist militia across Mbau (Mocimboa da Praia, Cabo Delgado). Casualties unknown.",0,,1723505939,2827,,,
MZM4119,31-Jul-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Islamist Militia (Mozambique),,3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Namiune,-11.0387,39.859,1,Zitamar,National,"Looting: On 31 July 2024, Islamist militia looted food in Namiune (Nangade, Cabo Delgado). Residents fled to the woods. The food was distributed by humanitarian institutions.",0,,1723505939,,,,
MZM4119,31-Jul-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Civilians (Mozambique),,7,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Namiune,-11.0387,39.859,1,Zitamar,National,"Looting: On 31 July 2024, Islamist militia looted food in Namiune (Nangade, Cabo Delgado). Residents fled to the woods. The food was distributed by humanitarian institutions.",0,,1723505939,,,,
MZM4123,31-Jul-24,2024,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado; Telegram,Local partner-Other,"On 31 July 2024, Islamist militia detonated an explosive device on a patrol of Rwandan and Mozambican military forces on the road between Limala and Mbau (Mocimboa da Praia, Cabo Delgado). An unknown number of soldiers were injured (extent of injuries unknown/not reported). The Islamic State claimed attacking Rwandan and Mozambican forces.",0,,1723505939,2827,,,
MZM4123,31-Jul-24,2024,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Rwanda (1994-),Military Forces of Mozambique (1990-),8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado; Telegram,Local partner-Other,"On 31 July 2024, Islamist militia detonated an explosive device on a patrol of Rwandan and Mozambican military forces on the road between Limala and Mbau (Mocimboa da Praia, Cabo Delgado). An unknown number of soldiers were injured (extent of injuries unknown/not reported). The Islamic State claimed attacking Rwandan and Mozambican forces.",0,,1723505939,2827,,,
MZM4104,31-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Mozambique (1990-),Military Forces of Rwanda (1994-),1,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,1,Carta de Mocambique; Lusa,National-International,"On 31 July 2024, for the third day, Mozambican and Rwandan military forces, with support of at least two helicopters and armored vehicles, conducted air and ground operations against Islamist militia in Mucojo (Macomia, Cabo Delgado) and in the forest of Catupa (coded separately). No casualties. Islamist militia have preached in the village.",0,,1724105616,2424,,,
MZM4104,31-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,1,Carta de Mocambique; Lusa,National-International,"On 31 July 2024, for the third day, Mozambican and Rwandan military forces, with support of at least two helicopters and armored vehicles, conducted air and ground operations against Islamist militia in Mucojo (Macomia, Cabo Delgado) and in the forest of Catupa (coded separately). No casualties. Islamist militia have preached in the village.",0,,1724105616,2424,,,
MZM4083,30-Jul-24,2024,2,Strategic developments,Strategic developments,Change to group/activity,Islamist Militia (Mozambique),,3,30,,508,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Bilibiza,Montepuez,-12.5506,40.2775,2,VOA,International,"Movement of forces: Around 30 July 2024 (as reported), hundreds of Islamist militia crossed Montepuez river (location coded to Montepuez, Quissanga, Cabo Delgado) toward the villages of Ancuabe, passing by Ntutupue (coded separately). No violent interactions reported.",0,,1722903306,,,,
MZM4103,30-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),Military Forces of Mozambique (1990-),8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,2,Cabo Ligado; Carta de Mocambique; Lusa; Zitamar,Local partner-Other,"On 30 July 2024, for the second day, Rwandan and Mozambican military forces, with support of at least two helicopters, conducted air and ground operations against Islamist militia around Mucojo (Macomia, Cabo Delgado) and in the forest of Catupa (coded separately). Airstrikes were reported, but its unclear how much of the operation was supported ground troops. Casualties unknown.",0,,1723500214,2424,,,
MZM4103,30-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,2,Cabo Ligado; Carta de Mocambique; Lusa; Zitamar,Local partner-Other,"On 30 July 2024, for the second day, Rwandan and Mozambican military forces, with support of at least two helicopters, conducted air and ground operations against Islamist militia around Mucojo (Macomia, Cabo Delgado) and in the forest of Catupa (coded separately). Airstrikes were reported, but its unclear how much of the operation was supported ground troops. Casualties unknown.",0,,1723500214,2424,,,
MZM4081,30-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),Military Forces of Mozambique (1990-),8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Quiterajo,Catupa,-11.903,40.2881,1,BBC News; Cabo Ligado,Local partner-Other,"On 30 July 2024, for the second day, Rwandan and Mozambican military forces, with support of at least two helicopters, conducted air and ground operations against Islamist militia in the forest of Catupa (Macomia, Cabo Delgado) and around Mucojo (coded separately). Airstrikes were reported, but its unclear how much of the operation was supported ground troops. Casualties unknown.",0,,1723500214,364,,,
MZM4081,30-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Quiterajo,Catupa,-11.903,40.2881,1,BBC News; Cabo Ligado,Local partner-Other,"On 30 July 2024, for the second day, Rwandan and Mozambican military forces, with support of at least two helicopters, conducted air and ground operations against Islamist militia in the forest of Catupa (Macomia, Cabo Delgado) and around Mucojo (coded separately). Airstrikes were reported, but its unclear how much of the operation was supported ground troops. Casualties unknown.",0,,1723500214,364,,,
MZM4114,30-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),,8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado,Local partner-Other,"On 30 July 2024, for the third day, Rwandan forces clashed with Islamist militia across Mbau (Mocimboa da Praia, Cabo Delgado). Casualties unknown.",0,,1723505939,2827,,,
MZM4114,30-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado,Local partner-Other,"On 30 July 2024, for the third day, Rwandan forces clashed with Islamist militia across Mbau (Mocimboa da Praia, Cabo Delgado). Casualties unknown.",0,,1723505939,2827,,,
MZM4124,30-Jul-24,2024,1,Strategic developments,Strategic developments,Change to group/activity,Islamist Militia (Mozambique),,3,30,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Macomia,-12.2467,40.1208,2,Cabo Ligado,Local partner-Other,"Movement of forces: On 30 July 2024, Islamist militia was seen on the N380 highway near 19 de Outubro in the district of Macomia (location coded to Macomia, Macomia, Cabo Delgado). No violent interactions reported.",0,,1724714229,,,,
MZM4085,29-Jul-24,2024,1,Political violence,Violence against civilians,Attack,Police Forces of Mozambique (1990-) Rapid Intervention Unit,,1,17,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Mocimboa Da Praia,-11.346,40.3522,1,Cabo Ligado,Local partner-Other,"On 29 July 2024, suspected UIR agents killed two people for unknown reasons in Pamunda neighborhood in Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado). UIR members were accused of patrolling the area and seizing goods and money for about three days.",2,,1722903306,29048,,,
MZM4085,29-Jul-24,2024,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),,7,17,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Mocimboa Da Praia,-11.346,40.3522,1,Cabo Ligado,Local partner-Other,"On 29 July 2024, suspected UIR agents killed two people for unknown reasons in Pamunda neighborhood in Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado). UIR members were accused of patrolling the area and seizing goods and money for about three days.",2,,1722903306,29048,,,
MZM4100,29-Jul-24,2024,1,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Mozambique (1990-),,1,10,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Mocimboa Da Praia,-11.346,40.3522,1,Cabo Ligado,Local partner-Other,"Movement of forces: On 29 July 2024, Mozambican forces helicopters were seen flying over part of Mocimboa Velha beach, Milamba and Pamumba neighborhood in Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado). Residents claimed the Mozambican military forces were patrolling the area because the Mozambican president and Frelimo's candidate were due to visit Palma the following day. People also claimed helicopters were patrolling the area because Frelimo members were moving from Mocimboa da Praia, and to intimidate Islamist militia. Helicopters bombarded Mucojo on the same day (coded separately).",0,,1722903306,,,,
MZM4106,29-Jul-24,2024,2,Political violence,Riots,Mob violence,Rioters (Mozambique),Vigilante Group (Mozambique),5,57,Civilian targeting,508,Eastern Africa,Mozambique,Inhambane,Zavala,Zandamela,Canda,-24.8418,34.5504,1,Miramar,National,"Around 29 July 2024, residents killed a suspected thief accused of stealing cabbage and cassava at a farm in Canda (Zavala, Inhambane). Five women were detained. The victim was tied up and beaten.",1,crowd size=no report,1722903306,,,,
MZM4106,29-Jul-24,2024,2,Political violence,Riots,Mob violence,Civilians (Mozambique),,7,57,Civilian targeting,508,Eastern Africa,Mozambique,Inhambane,Zavala,Zandamela,Canda,-24.8418,34.5504,1,Miramar,National,"Around 29 July 2024, residents killed a suspected thief accused of stealing cabbage and cassava at a farm in Canda (Zavala, Inhambane). Five women were detained. The victim was tied up and beaten.",1,crowd size=no report,1722903306,,,,
MZM4108,29-Jul-24,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Mozambique),,5,50,,508,Eastern Africa,Mozambique,Maputo,Marracuene,Marracuene,Marracuene,-25.7369,32.6764,1,Carta de Mocambique; Miramar,National,"On 29 July 2024, Bobole residents barricaded with logs and tires and grass on fire at the National Road 1 in Marracuene (Marracuene, Maputo) against the lack of electricity in their neighborhood. The group claimed that Electricidade de Mocambique (EDM) promised they would start the electrification of the area in June.",0,crowd size=no report,1722903344,17550,,,
MZM4102,29-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),Military Forces of Mozambique (1990-),8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,2,BBC News; Cabo Ligado,Local partner-Other,"On 29 July 2024, Rwandan and Mozambican military forces, with support of at least two helicopters, conducted air and ground operations against Islamist militia around Mucojo (Macomia, Cabo Delgado) and the forest of Catupa (coded separately). Casualties unknown. Airstrikes were reported, but its unclear how much of the operation was supported ground troops. Islamist militia fled to nearby villages.",0,,1723500214,2424,,,
MZM4102,29-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,2,BBC News; Cabo Ligado,Local partner-Other,"On 29 July 2024, Rwandan and Mozambican military forces, with support of at least two helicopters, conducted air and ground operations against Islamist militia around Mucojo (Macomia, Cabo Delgado) and the forest of Catupa (coded separately). Casualties unknown. Airstrikes were reported, but its unclear how much of the operation was supported ground troops. Islamist militia fled to nearby villages.",0,,1723500214,2424,,,
MZM4080,29-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),Military Forces of Mozambique (1990-),8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Quiterajo,Catupa,-11.903,40.2881,1,BBC News; Cabo Ligado,Local partner-Other,"On 29 July 2024, Rwandan and Mozambican military forces, with support of at least two helicopters, conducted air and ground operations against Islamist militia bases in the forest of Catupa (Macomia, Cabo Delgado) and around Mucojo (coded separately). Casualties unknown. Islamist militia fled to nearby villages. Airstrikes were reported, but its unclear how much of the operation was supported ground troops. The clash continued in the following day (coded separately).",0,,1723500214,364,,,
MZM4080,29-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Quiterajo,Catupa,-11.903,40.2881,1,BBC News; Cabo Ligado,Local partner-Other,"On 29 July 2024, Rwandan and Mozambican military forces, with support of at least two helicopters, conducted air and ground operations against Islamist militia bases in the forest of Catupa (Macomia, Cabo Delgado) and around Mucojo (coded separately). Casualties unknown. Islamist militia fled to nearby villages. Airstrikes were reported, but its unclear how much of the operation was supported ground troops. The clash continued in the following day (coded separately).",0,,1723500214,364,,,
MZM4112,29-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),,8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Nkoe,-12.064,40.0156,2,Cabo Ligado,Local partner-Other,"On 29 July 2024, Rwandan military forces launched projectiles (likely projectiles as shelling was heard) and fired shots against Islamist militia around the villages of Naride, Kunamede, Likobe and Nkoe (Macomia, Cabo Delgado). Casualties unknown. Islamist militia created a base in Kunamede in March 2024.",0,,1723505939,1001,,,
MZM4112,29-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Nkoe,-12.064,40.0156,2,Cabo Ligado,Local partner-Other,"On 29 July 2024, Rwandan military forces launched projectiles (likely projectiles as shelling was heard) and fired shots against Islamist militia around the villages of Naride, Kunamede, Likobe and Nkoe (Macomia, Cabo Delgado). Casualties unknown. Islamist militia created a base in Kunamede in March 2024.",0,,1723505939,1001,,,
MZM4113,29-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),,8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado,Local partner-Other,"On 29 July 2024, for the second day, Rwandan forces clashed with Islamist militia across Mbau (Mocimboa da Praia, Cabo Delgado). Casualties unknown.",0,,1723505939,2827,,,
MZM4113,29-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado,Local partner-Other,"On 29 July 2024, for the second day, Rwandan forces clashed with Islamist militia across Mbau (Mocimboa da Praia, Cabo Delgado). Casualties unknown.",0,,1723505939,2827,,,
MZM4084,28-Jul-24,2024,1,Strategic developments,Strategic developments,Change to group/activity,Islamist Militia (Mozambique),,3,30,,508,Eastern Africa,Mozambique,Cabo Delgado,Ancuabe,Metoro,Ntutupue,-13.1404,40.0798,1,Cabo Ligado; Lusa; VOA,Local partner-Other,"Movement of forces: On 28 July 2024, Islamist militia was seen at agricultural production areas in Ntutupue (Ancuabe, Cabo Delgado), heading toward Bilibiza. No violent interactions reported. Residents saw the group.",0,,1722903306,,,,
MZM4111,28-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),,8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado,Local partner-Other,"On 28 July 2024, Rwandan forces clashed with Islamist militia across Mbau (Mocimboa da Praia, Cabo Delgado). Casualties unknown. The clash continued across Mbau for several days (coded separately).",0,,1723505939,2827,,,
MZM4111,28-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,2,Cabo Ligado,Local partner-Other,"On 28 July 2024, Rwandan forces clashed with Islamist militia across Mbau (Mocimboa da Praia, Cabo Delgado). Casualties unknown. The clash continued across Mbau for several days (coded separately).",0,,1723505939,2827,,,
MZM4089,27-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),CAD: Democratic Alliance Coalition,6,60,,508,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,AIM; Lusa,National-International,"On 27 July 2024, hundreds of supporters of the Democratic Alliance Coalition (CAD) marched in Maputo (Maputo City, Maputo), Nampula, Chimoio, Inhambane, Maxixe, Beira, Matola, Quelimane, and Tete (coded separately) against the National Elections Commission (CNE)'s exclusion of the CAD party from the parliamentary and provincial elections. CAD is supporting the candidacy of a former senior figure from Renamo.",0,crowd size=hundreds,1722903306,26686,,,
